Country,Measure_Year,Measure_Month,Latitude,Longitude,Elevation,IGBP_FromPaper,IGBP_group,Rs_Norm,lnRs,LogRs,Pm,Tm,Tm2,LAI,BD,BS,C/N,CaCO3,CEC,Clay%,Sand%,Silt%,N,PH,GLC2000,GSOC
China,2004,5,45.25,127.75,313,DBF,DBF,2.19,0.783901544,0.340444115,63,13.3,176.89,1.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2004,6,45.25,127.75,313,DBF,DBF,3.184,1.158138268,0.502973059,23.2,21.2,449.44,2.299,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2004,7,45.25,127.75,313,DBF,DBF,4.404,1.482513219,0.64384731,269.2,21.5,462.25,4.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2004,8,45.25,127.75,313,DBF,DBF,3.754,1.322821938,0.574494268,157,20,400,3.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2004,9,45.25,127.75,313,DBF,DBF,2.727,1.003202104,0.435685138,41,15,225,1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2004,10,45.25,127.75,313,DBF,DBF,1.797,0.586118608,0.254548077,13.3,6.8,46.24,0.3,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,4,45.25,127.75,313,DBF,DBF,1.26,0.231111721,0.100370545,2.4,6.3,39.69,0.5,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,5,45.25,127.75,313,DBF,DBF,2.368,0.862045717,0.374381698,63,12.4,153.76,1.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,6,45.25,127.75,313,DBF,DBF,3.378,1.217283818,0.528659645,23.2,20.4,416.16,2.299,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,7,45.25,127.75,313,DBF,DBF,4.247,1.446212851,0.628082261,269.2,21.8,475.24,4.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,9,45.25,127.75,313,DBF,DBF,2.107,0.745265135,0.323664536,41,14.8,219.04,1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,10,45.25,127.75,313,DBF,DBF,0.843,-0.170788321,-0.074172425,13.3,6.2,38.44,0.3,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,12,45.25,127.75,313,DBF,DBF,0.646,-0.436955775,-0.189767482,30.3,-18.1,327.61,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,5,44.25,88.25,545,DBF,DBF,0.946,-0.05551271,-0.024108864,47.8,18.4,338.56,0.3,1.4,80,12,0,9,13,75,12,0.02,6.8,1.37786,1
China,2005,7,44.25,88.25,545,DBF,DBF,1.178,0.163818085,0.07114529,55.7,26.2,686.44,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1.37786,1
China,2005,8,44.25,88.25,545,DBF,DBF,0.73,-0.314710745,-0.13667714,35.5,22.4,501.76,0.3,1.4,80,12,0,9,13,75,12,0.02,6.8,1.37786,1
China,2005,9,44.25,88.25,545,DBF,DBF,0.759,-0.275753502,-0.119758224,12.7,19.8,392.04,0.2,1.4,80,12,0,9,13,75,12,0.02,6.8,1.37786,1
China,2005,10,44.25,88.25,545,DBF,DBF,0.445,-0.809680997,-0.351639989,14.5,10,100,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1.37786,1
China,2005,11,44.25,88.25,545,DBF,DBF,0.317,-1.148853505,-0.498940738,16.6,-0.5,0.25,0.1,1.4,80,12,0,9,13,75,12,0.02,6.8,1.37786,1
China,2005,10,28.75,103.75,1056,DBF,DBF,1.751,0.560187053,0.243286146,54.9,14.3,204.49,1,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2005,11,28.75,103.75,1056,DBF,DBF,1.511,0.412771683,0.179264464,49.3,10.6,112.36,0.699,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2005,1,45.25,127.75,313,DBF,DBF,0.704,-0.350976923,-0.152427341,1.2,-18,324,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,2,45.25,127.75,313,DBF,DBF,0.675,-0.393042588,-0.170696227,7.6,-19,361,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,3,45.25,127.75,313,DBF,DBF,0.747,-0.291690094,-0.126679398,20.4,-5.4,29.16,0.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,4,45.25,127.75,313,DBF,DBF,0.977,-0.023268627,-0.010105436,2.4,6.3,39.69,0.5,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,5,45.25,127.75,313,DBF,DBF,1.593,0.465619031,0.202215776,63,12.4,153.76,1.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,6,45.25,127.75,313,DBF,DBF,2.481,0.908661705,0.394626764,23.2,20.4,416.16,2.299,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,7,45.25,127.75,313,DBF,DBF,3.112,1.135265606,0.493039588,269.2,21.8,475.24,4.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,8,45.25,127.75,313,DBF,DBF,3.284,1.189062192,0.516403148,157,21,441,3.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,9,45.25,127.75,313,DBF,DBF,2.338,0.849295863,0.368844507,41,14.8,219.04,1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,10,45.25,127.75,313,DBF,DBF,1.58,0.457424847,0.198657087,13.3,6.2,38.44,0.3,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,11,45.25,127.75,313,DBF,DBF,0.878,-0.130108685,-0.056505484,36,-3.7,13.69,0.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,12,45.25,127.75,313,DBF,DBF,0.634,-0.455706325,-0.197910742,30.3,-18.1,327.61,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2005,1,31.25,105.25,402,DBF,DBF,0.511,-0.671385689,-0.2915791,15,5,25,0.5,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,2,31.25,105.25,402,DBF,DBF,0.525,-0.644357016,-0.279840697,11.7,6.2,38.44,0.6,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,3,31.25,105.25,402,DBF,DBF,0.893,-0.113168698,-0.049148541,55.5,11.9,141.61,1,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,4,31.25,105.25,402,DBF,DBF,1.521,0.419368013,0.182129214,107.5,18.8,353.44,1.2,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,5,31.25,105.25,402,DBF,DBF,1.915,0.649717623,0.282168778,148.4,21.8,475.24,0.699,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,6,31.25,105.25,402,DBF,DBF,2.416,0.88211328,0.38309693,144.9,25.3,640.09,1.3,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,7,31.25,105.25,402,DBF,DBF,2.651,0.974936927,0.423409728,152.1,26,676,1.899,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,8,31.25,105.25,402,DBF,DBF,2.58,0.947789399,0.411619706,109.7,24.1,580.81,2.2,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,9,31.25,105.25,402,DBF,DBF,1.936,0.660623989,0.286905353,151.5,23.3,542.89,1.1,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,10,31.25,105.25,402,DBF,DBF,1.64,0.494696242,0.214843848,45.4,16.4,268.96,0.699,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,11,31.25,105.25,402,DBF,DBF,1.261,0.231905057,0.100715087,36,12.1,146.41,0.6,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,12,31.25,105.25,402,DBF,DBF,0.855,-0.15665381,-0.068033885,21,6.2,38.44,0.6,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2005,1,23.25,112.75,5,DBF,DBF,1.734,0.550430878,0.239049093,69.9,12.5,156.25,0.4,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,27.25832,7
China,2005,1,23.25,111.75,61,DBF,DBF,1.745,0.556754556,0.241795431,82.1,11.8,139.24,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,2,23.25,111.75,61,DBF,DBF,2.41,0.879626748,0.382017043,65.2,12.6,158.76,1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,3,23.25,111.75,61,DBF,DBF,2.248,0.810040932,0.351796307,57.8,15.8,249.64,1.399,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,4,23.25,111.75,61,DBF,DBF,2.288,0.827678074,0.35945602,154.6,21.8,475.24,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,5,23.25,111.75,61,DBF,DBF,2.712,0.99768637,0.433289685,379,26.7,712.89,2.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,6,23.25,111.75,61,DBF,DBF,3.4,1.223775432,0.531478917,100.3,26.8,718.24,2.799,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,7,23.25,111.75,61,DBF,DBF,3.93,1.368639426,0.59439255,252.6,29,841,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,8,23.25,111.75,61,DBF,DBF,4.029,1.393518206,0.605197267,137,28.2,795.24,2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,9,23.25,111.75,61,DBF,DBF,3.84,1.345472367,0.584331224,31,27.4,750.76,3.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,10,23.25,111.75,61,DBF,DBF,2.67,0.982078472,0.426511261,8.6,24.3,590.49,2.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,11,23.25,111.75,61,DBF,DBF,2.336,0.848440065,0.368472838,23.6,20.6,424.36,1.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2005,12,23.25,111.75,61,DBF,DBF,1.858,0.61950064,0.26904571,9.1,13.5,182.25,1.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2006,1,31.25,105.25,402,DBF,DBF,0.595,-0.519193873,-0.225483034,10.2,5.7,32.49,0.5,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,2,31.25,105.25,402,DBF,DBF,0.492,-0.709276562,-0.308034897,33.8,7.2,51.84,0.6,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,3,31.25,105.25,402,DBF,DBF,0.636,-0.452556716,-0.196542884,39.4,12.6,158.76,1,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,4,31.25,105.25,402,DBF,DBF,1.031,0.030529205,0.013258665,7,18.2,331.24,1.2,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,5,31.25,105.25,402,DBF,DBF,1.579,0.456791735,0.19838213,94.3,22.3,497.29,0.699,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,7,31.25,105.25,402,DBF,DBF,1.494,0.401457087,0.174350597,154.6,28.3,800.89,1.899,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,8,31.25,105.25,402,DBF,DBF,1.546,0.43567095,0.18920949,28.3,29.1,846.81,2.2,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,9,31.25,105.25,402,DBF,DBF,1.581,0.458057558,0.19893187,98.1,21.3,453.69,1.1,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,10,31.25,105.25,402,DBF,DBF,1.361,0.308219724,0.133858125,75.5,19.2,368.64,0.699,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,11,31.25,105.25,402,DBF,DBF,0.975,-0.025317808,-0.010995384,27.3,13.4,179.56,0.6,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,12,31.25,105.25,402,DBF,DBF,0.576,-0.551647618,-0.239577517,11.4,7.5,56.25,0.6,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,6,31.25,105.25,402,DBF,DBF,1.746,0.557327457,0.242044239,112.9,24.8,615.04,1.3,0.7,68,9,0.5,18.9,38.4,40.1,21.5,0.09,5.8,5,5
China,2006,1,45.25,127.75,313,DBF,DBF,0.234,-1.452434164,-0.630784143,12.2,-20.2,408.04,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,2,45.25,127.75,313,DBF,DBF,0.191,-1.655481851,-0.718966633,4.8,-13.6,184.96,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,3,45.25,127.75,313,DBF,DBF,0.334,-1.096614286,-0.476253533,8.2,-4.1,16.81,0.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,4,45.25,127.75,313,DBF,DBF,0.334,-1.096614286,-0.476253533,19.1,3.9,15.21,0.5,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,5,45.25,127.75,313,DBF,DBF,0.75,-0.287682072,-0.124938737,21.7,14.9,222.01,1.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,6,45.25,127.75,313,DBF,DBF,1.424,0.353469813,0.153509989,206.8,18.4,338.56,2.299,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,7,45.25,127.75,313,DBF,DBF,2.298,0.832039179,0.361350024,175.7,22.1,488.41,4.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,8,45.25,127.75,313,DBF,DBF,2.67,0.982078472,0.426511261,126,21.7,470.89,3.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,9,45.25,127.75,313,DBF,DBF,1.611,0.476855104,0.20709554,56.7,14.4,207.36,1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,10,45.25,127.75,313,DBF,DBF,0.995,-0.005012542,-0.002176919,53.3,6.1,37.21,0.3,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,11,45.25,127.75,313,DBF,DBF,0.422,-0.862749965,-0.374687549,17.6,-5.5,30.25,0.2,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,12,45.25,127.75,313,DBF,DBF,0.264,-1.331806176,-0.578396073,1.7,-13.6,184.96,0.1,1.5,80,7,0.5,11.4,23.6,45.5,30.9,0.08,6.7,9.81354,4
China,2006,2,28.75,103.75,1056,DBF,DBF,0.764,-0.26918749,-0.116906641,36.9,6.2,38.44,0.3,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2006,3,28.75,103.75,1056,DBF,DBF,2.375,0.864997437,0.375663614,35.1,10.7,114.49,0.4,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2006,4,28.75,103.75,1056,DBF,DBF,2.516,0.922670339,0.400710637,46.2,16.5,272.25,1.1,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2006,5,28.75,103.75,1056,DBF,DBF,3.006,1.100610291,0.477988976,125.4,19.3,372.49,1.7,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2006,7,28.75,103.75,1056,DBF,DBF,4.033,1.394510516,0.605628222,191.5,25,625,1.899,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,15.24402,4
China,2007,4,33.25,106.75,739,DBF,DBF,1.299,0.261594738,0.113609151,19.4,13.2,174.24,2.299,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,5,33.25,106.75,739,DBF,DBF,1.659,0.506215011,0.219846386,51.1,20.1,404.01,3.5,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,6,33.25,106.75,739,DBF,DBF,2.385,0.869199124,0.377488383,77,20.9,436.81,4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,7,33.25,106.75,739,DBF,DBF,2.577,0.946625932,0.411114419,234.6,22.1,488.41,3.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,8,33.25,106.75,739,DBF,DBF,2.891,1.061602463,0.461048092,144.6,23.8,566.44,3.4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,9,33.25,106.75,739,DBF,DBF,2.098,0.74098451,0.321805484,59.4,17.4,302.76,2.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,10,33.25,106.75,739,DBF,DBF,1.51,0.412109651,0.178976947,42.4,10.9,118.81,1.2,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2007,11,33.25,106.75,739,DBF,DBF,0.867,-0.142716302,-0.061980903,0,6.7,44.89,0.699,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,74.35563,3
China,2008,9,33.75,112.25,1817,DBF,DBF,4.365,1.473618189,0.639984248,67.2,12.6,158.76,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2008,10,33.75,112.25,1817,DBF,DBF,1.852,0.616266136,0.267640982,37.7,7.6,57.76,0.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2008,10,33.75,112.25,1817,DBF,DBF,2.133,0.757529439,0.328990855,37.7,7.6,57.76,0.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2008,11,33.75,112.25,1817,DBF,DBF,1.17,0.157003749,0.068185862,16,0.9,0.81,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2008,11,33.75,112.25,1817,DBF,DBF,1.426,0.354873322,0.154119526,16,0.9,0.81,0.3,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2008,4,32.25,118.75,19,DBF,DBF,2.059,0.722220428,0.313656347,98.1,15.2,231.04,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,5,32.25,118.75,19,DBF,DBF,2.17,0.774727168,0.336459734,77.7,22,484,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,6,32.25,118.75,19,DBF,DBF,3.096,1.130110956,0.490800952,145.9,23.3,542.89,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,7,32.25,118.75,19,DBF,DBF,3.876,1.354803694,0.588383768,225.1,28.9,835.21,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,8,32.25,118.75,19,DBF,DBF,3.312,1.197552237,0.520090328,168.3,27.1,734.41,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,9,32.25,118.75,19,DBF,DBF,2.723,1.001734214,0.435047641,47.4,24.4,595.36,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,10,32.25,118.75,19,DBF,DBF,1.644,0.497132297,0.215901813,34,19.2,368.64,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,11,32.25,118.75,19,DBF,DBF,0.863,-0.147340588,-0.063989204,32.9,11.5,132.25,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,12,32.25,118.75,19,DBF,DBF,1.212,0.192271888,0.08350262,19.8,5.2,27.04,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2008,3,29.75,102.75,1196,DBF,DBF,1.124,0.116893751,0.050766311,70.2,12.1,146.41,1.3,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,4,29.75,102.75,1196,DBF,DBF,1.674,0.515215972,0.223755454,128,15.5,240.25,2.299,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,5,29.75,102.75,1196,DBF,DBF,1.765,0.56815069,0.24674471,142.1,19.7,388.09,3.4,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,6,29.75,102.75,1196,DBF,DBF,1.863,0.622188092,0.270212855,158.9,22.1,488.41,2.9,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,7,29.75,102.75,1196,DBF,DBF,1.979,0.682591667,0.296445794,221.2,23.7,561.69,3.9,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,12,29.75,102.75,1196,DBF,DBF,0.505,-0.68319685,-0.296708622,2.4,6.8,46.24,0.8,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,8,29.75,102.75,1196,DBF,DBF,1.783,0.578297339,0.251151343,229.1,21.8,475.24,1.6,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,9,29.75,102.75,1196,DBF,DBF,0.97,-0.030459207,-0.013228266,121.1,21,441,1.8,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,10,29.75,102.75,1196,DBF,DBF,0.722,-0.32573014,-0.141462802,131.2,16,256,2.5,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2008,11,29.75,102.75,1196,DBF,DBF,0.523,-0.648173815,-0.281498311,44.1,10.5,110.25,1.8,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2009,1,29.75,102.75,1196,DBF,DBF,0.464,-0.767870727,-0.333482019,12,4,16,0.6,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2009,2,29.75,102.75,1196,DBF,DBF,0.473,-0.74865989,-0.325138859,6.4,10.4,108.16,0.699,1.6,41,11,0,5.4,9.2,82.3,8.6,0.02,5.1,96.78097,4
China,2009,1,32.25,118.75,19,DBF,DBF,0.937,-0.065071997,-0.028260409,19.3,2.2,4.84,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2009,3,32.25,118.75,19,DBF,DBF,0.909,-0.095410185,-0.041436117,49.1,9.6,92.16,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2009,4,32.25,118.75,19,DBF,DBF,1.599,0.469378434,0.203848464,83,16.4,268.96,0,1.5,85,11,0.8,18.7,36.8,42.8,20.4,0.07,6.8,22.44309,5
China,2009,3,33.75,112.25,1817,DBF,DBF,0.9,-0.105360516,-0.045757491,27.7,1.2,1.44,0.4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,3,33.75,112.25,1817,DBF,DBF,0.997,-0.003004509,-0.001304842,27.7,1.2,1.44,0.4,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,4,33.75,112.25,1817,DBF,DBF,1.26,0.231111721,0.100370545,63.5,7.5,56.25,2.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,4,33.75,112.25,1817,DBF,DBF,1.083,0.079734968,0.034628457,63.5,7.5,56.25,2.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,5,33.75,112.25,1817,DBF,DBF,2.462,0.900974028,0.391288049,136,11.9,141.61,4.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,5,33.75,112.25,1817,DBF,DBF,2.274,0.821540395,0.35679046,136,11.9,141.61,4.8,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,6,33.75,112.25,1817,DBF,DBF,3.782,1.33025297,0.577721525,94.9,18.3,334.89,3.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,6,33.75,112.25,1817,DBF,DBF,3.088,1.127523632,0.489677292,94.9,18.3,334.89,3.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,7,33.75,112.25,1817,DBF,DBF,3.769,1.326809714,0.576226137,159.1,18.5,342.25,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,8,33.75,112.25,1817,DBF,DBF,3.206,1.165024054,0.505963518,166.5,16.5,272.25,2.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,8,33.75,112.25,1817,DBF,DBF,3.978,1.38077918,0.599664779,166.5,16.5,272.25,2.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,9,33.75,112.25,1817,DBF,DBF,2.495,0.914288729,0.39707055,40.5,12.7,161.29,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,9,33.75,112.25,1817,DBF,DBF,2.561,0.940397807,0.408409578,40.5,12.7,161.29,1.7,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,10,33.75,112.25,1817,DBF,DBF,1.392,0.330741562,0.143639235,19.8,9.3,86.49,0.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2009,10,33.75,112.25,1817,DBF,DBF,1.505,0.408792898,0.1775365,19.8,9.3,86.49,0.6,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,50.1491,3
China,2010,1,23.25,111.75,61,DBF,DBF,1.745,0.556754556,0.241795431,112.4,13.4,179.56,1.1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
China,2010,2,23.25,111.75,61,DBF,DBF,2.41,0.879626748,0.382017043,39.3,15.5,240.25,1,1.5,90,8,0.5,8,24.9,58.9,16.2,0.02,7.2,78.11904,3
